"performance_rule_id","card_id","base_spend_amount","base_spend_period","base_spend_method","discounted_spend_counts_for_performance","discounted_spend_count_ratio","base_spend_description","exported_at"
"naver-card-10515-performance-1","naver-card-10515","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10544-performance-1","naver-card-10544","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10585-performance-1","naver-card-10585","360000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10566-performance-1","naver-card-10566","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10411-performance-1","naver-card-10411","1000000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-2612-performance-1","naver-card-2612","240000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-99-performance-1","naver-card-99","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10412-performance-1","naver-card-10412","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10529-performance-1","naver-card-10529","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10339-performance-1","naver-card-10339","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10478-performance-1","naver-card-10478","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10302-performance-1","naver-card-10302","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-3717-performance-1","naver-card-3717","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1692-performance-1","naver-card-1692","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-3638-performance-1","naver-card-3638","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10499-performance-1","naver-card-10499","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-2856-performance-1","naver-card-2856","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-2857-performance-1","naver-card-2857","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1451-performance-1","naver-card-1451","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10336-performance-1","naver-card-10336","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10498-performance-1","naver-card-10498","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10058-performance-1","naver-card-10058","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10453-performance-1","naver-card-10453","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10448-performance-1","naver-card-10448","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10301-performance-1","naver-card-10301","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-3076-performance-1","naver-card-3076","200000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10475-performance-1","naver-card-10475","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10620-performance-1","naver-card-10620","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10422-performance-1","naver-card-10422","110000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10459-performance-1","naver-card-10459","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10460-performance-1","naver-card-10460","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10466-performance-1","naver-card-10466","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10481-performance-1","naver-card-10481","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10449-performance-1","naver-card-10449","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10461-performance-1","naver-card-10461","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10510-performance-1","naver-card-10510","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-835-performance-1","naver-card-835","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1470-performance-1","naver-card-1470","200000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10386-performance-1","naver-card-10386","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10489-performance-1","naver-card-10489","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10574-performance-1","naver-card-10574","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10423-performance-1","naver-card-10423","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10627-performance-1","naver-card-10627","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10570-performance-1","naver-card-10570","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10569-performance-1","naver-card-10569","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10059-performance-1","naver-card-10059","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10619-performance-1","naver-card-10619","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10371-performance-1","naver-card-10371","200000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10628-performance-1","naver-card-10628","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-2533-performance-1","naver-card-2533","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10053-performance-1","naver-card-10053","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1591-performance-1","naver-card-1591","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10609-performance-1","naver-card-10609","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10469-performance-1","naver-card-10469","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10416-performance-1","naver-card-10416","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1570-performance-1","naver-card-1570","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-3756-performance-1","naver-card-3756","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10467-performance-1","naver-card-10467","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10402-performance-1","naver-card-10402","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10080-performance-1","naver-card-10080","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10493-performance-1","naver-card-10493","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10151-performance-1","naver-card-10151","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10207-performance-1","naver-card-10207","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10313-performance-1","naver-card-10313","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10327-performance-1","naver-card-10327","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10260-performance-1","naver-card-10260","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10187-performance-1","naver-card-10187","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10584-performance-1","naver-card-10584","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10409-performance-1","naver-card-10409","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1292-performance-1","naver-card-1292","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10201-performance-1","naver-card-10201","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10617-performance-1","naver-card-10617","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10410-performance-1","naver-card-10410","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10396-performance-1","naver-card-10396","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10506-performance-1","naver-card-10506","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10535-performance-1","naver-card-10535","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10346-performance-1","naver-card-10346","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10378-performance-1","naver-card-10378","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10128-performance-1","naver-card-10128","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10491-performance-1","naver-card-10491","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10385-performance-1","naver-card-10385","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10479-performance-1","naver-card-10479","400000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10314-performance-1","naver-card-10314","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1400-performance-1","naver-card-1400","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10465-performance-1","naver-card-10465","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10373-performance-1","naver-card-10373","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10219-performance-1","naver-card-10219","0","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10076-performance-1","naver-card-10076","500000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10507-performance-1","naver-card-10507","300000","직전 1개월","합계","unknown","","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","2026-06-11T11:14:42.801Z"
